,data,time_casa,time_visitante,resultado,id_partida,link
253,01/10/2017 16:00h,Botafogo,Vitória,2-3,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/botafogo/vitoria/2419216/1/live
254,01/10/2017 16:00h,São Paulo,Sport,1-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/sao-paulo/sport/2419219/1/live
255,01/10/2017 16:00h,Cruzeiro,Corinthians,1-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/cruzeiro/corinthians/2419220/1/live
256,01/10/2017 16:00h,Grêmio,Fluminense,1-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/gremio/fluminense/2419222/1/live
257,01/10/2017 16:00h,Avaí,Atlético GO,0-2,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/avai/atletico-go/2419225/1/live
258,01/10/2017 19:00h,Atlético PR,Atlético MG,0-2,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/atletico-pr/atletico-mg/2419221/1/live
259,02/10/2017 20:00h,Ponte Preta,Flamengo,1-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/ponte-preta/flamengo/2419224/1/live
260,07/10/2017 16:00h,Cruzeiro,Ponte Preta,2-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/cruzeiro/ponte-preta/2419240/1/live
261,11/10/2017 19:30h,Botafogo,Chapecoense,2-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/botafogo/chapecoense/2419226/1/live
262,11/10/2017 19:30h,Atlético PR,Atlético GO,2-2,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/atletico-pr/atletico-go/2419231/1/live
263,11/10/2017 21:00h,Corinthians,Coritiba,3-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/corinthians/coritiba/2419229/1/live
264,11/10/2017 21:45h,Atlético MG,São Paulo,1-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/atletico-mg/sao-paulo/2419230/1/live
265,11/10/2017 21:45h,Grêmio,Cruzeiro,0-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/gremio/cruzeiro/2419232/1/live
266,11/10/2017 21:45h,Avaí,Vasco,1-2,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/avai/vasco/2419235/1/live
267,12/10/2017 17:00h,Flamengo,Fluminense,1-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/flamengo/fluminense/2419227/1/live
268,12/10/2017 17:00h,Vitória,Sport,1-2,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/vitoria/sport/2419233/1/live
269,12/10/2017 17:00h,Ponte Preta,Santos,1-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/ponte-preta/santos/2419234/1/live
270,12/10/2017 21:00h,Palmeiras,Bahia,2-2,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/palmeiras/bahia/2419228/1/live
271,14/10/2017 19:00h,Vasco,Botafogo,1-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/vasco/botafogo/2419237/1/live
272,14/10/2017 21:00h,São Paulo,Atlético PR,2-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/sao-paulo/atletico-pr/2419239/1/live
273,15/10/2017 17:00h,Fluminense,Avaí,1-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/fluminense/avai/2419236/1/live
274,15/10/2017 17:00h,Sport,Atlético MG,1-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/sport/atletico-mg/2419242/1/live
275,15/10/2017 17:00h,Atlético GO,Palmeiras,1-3,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/atletico-go/palmeiras/2419244/1/live
276,15/10/2017 17:00h,Chapecoense,Flamengo,0-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/chapecoense/flamengo/2419245/1/live
277,15/10/2017 19:00h,Coritiba,Grêmio,0-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/coritiba/gremio/2419241/1/live
278,15/10/2017 19:00h,Bahia,Corinthians,2-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/bahia/corinthians/2419243/1/live
279,16/10/2017 20:00h,Santos,Vitória,2-2,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/santos/vitoria/2419238/1/live
280,18/10/2017 19:30h,Coritiba,Cruzeiro,1-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/coritiba/cruzeiro/2419251/1/live
281,18/10/2017 19:30h,Atlético GO,Vasco,0-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/atletico-go/vasco/2419254/1/live
282,18/10/2017 21:00h,Atlético MG,Chapecoense,2-3,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/atletico-mg/chapecoense/2419250/1/live
283,18/10/2017 21:45h,Fluminense,São Paulo,3-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/fluminense/sao-paulo/2419246/1/live
284,18/10/2017 21:45h,Corinthians,Grêmio,0-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/corinthians/gremio/2419249/1/live
285,18/10/2017 21:45h,Avaí,Botafogo,1-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/avai/botafogo/2419255/1/live
286,19/10/2017 20:00h,Palmeiras,Ponte Preta,2-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/palmeiras/ponte-preta/2419248/1/live
287,19/10/2017 20:00h,Vitória,Atlético PR,2-3,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/vitoria/atletico-pr/2419253/1/live
288,19/10/2017 21:00h,Flamengo,Bahia,4-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/flamengo/bahia/2419247/1/live
289,19/10/2017 21:00h,Sport,Santos,1-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/sport/santos/2419252/1/live
290,21/10/2017 17:00h,Vasco,Coritiba,1-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/vasco/coritiba/2419257/1/live
291,22/10/2017 17:00h,Santos,Atlético GO,1-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/santos/atletico-go/2419258/1/live
292,22/10/2017 17:00h,São Paulo,Flamengo,2-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/sao-paulo/flamengo/2419259/1/live
293,22/10/2017 17:00h,Cruzeiro,Atlético MG,1-3,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/cruzeiro/atletico-mg/2419260/1/live
294,22/10/2017 17:00h,Atlético PR,Sport,2-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/atletico-pr/sport/2419261/1/live
295,22/10/2017 17:00h,Grêmio,Palmeiras,1-3,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/gremio/palmeiras/2419262/1/live
296,22/10/2017 17:00h,Bahia,Vitória,2-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/bahia/vitoria/2419263/1/live
297,22/10/2017 19:00h,Ponte Preta,Avaí,1-2,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/ponte-preta/avai/2419264/1/live
298,22/10/2017 19:00h,Chapecoense,Fluminense,2-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/chapecoense/fluminense/2419265/1/live
299,23/10/2017 20:00h,Botafogo,Corinthians,2-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/botafogo/corinthians/2419256/1/live
300,28/10/2017 17:00h,São Paulo,Santos,2-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/sao-paulo/santos/2419269/1/live
301,28/10/2017 19:00h,Flamengo,Vasco,0-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/flamengo/vasco/2419267/1/live
302,28/10/2017 21:00h,Atlético PR,Chapecoense,0-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/atletico-pr/chapecoense/2419271/1/live
303,29/10/2017 17:00h,Fluminense,Bahia,1-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/fluminense/bahia/2419266/1/live
304,29/10/2017 17:00h,Atlético MG,Botafogo,0-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/atletico-mg/botafogo/2419270/1/live
305,29/10/2017 17:00h,Ponte Preta,Corinthians,1-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/ponte-preta/corinthians/2419274/1/live
306,29/10/2017 18:00h,Sport,Coritiba,3-4,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/sport/coritiba/2419272/1/live
307,29/10/2017 18:00h,Vitória,Atlético GO,1-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/vitoria/atletico-go/2419273/1/live
308,29/10/2017 19:00h,Avaí,Grêmio,2-2,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/avai/gremio/2419275/1/live
309,30/10/2017 20:00h,Palmeiras,Cruzeiro,2-2,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/palmeiras/cruzeiro/2419268/1/live
310,04/11/2017 17:00h,Santos,Atlético MG,3-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/santos/atletico-mg/2419278/1/live
311,04/11/2017 19:00h,Botafogo,Fluminense,1-2,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/botafogo/fluminense/2419276/1/live
312,04/11/2017 19:00h,Atlético GO,São Paulo,0-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/atletico-go/sao-paulo/2419284/1/live
313,04/11/2017 21:00h,Coritiba,Avaí,4-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/coritiba/avai/2419281/1/live
314,05/11/2017 17:00h,Corinthians,Palmeiras,3-2,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/corinthians/palmeiras/2419279/1/live
315,05/11/2017 17:00h,Cruzeiro,Atlético PR,1-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/cruzeiro/atletico-pr/2419280/1/live
316,05/11/2017 17:00h,Grêmio,Flamengo,3-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/gremio/flamengo/2419282/1/live
317,05/11/2017 18:00h,Bahia,Ponte Preta,2-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/bahia/ponte-preta/2419283/1/live
318,05/11/2017 19:00h,Vasco,Vitória,1-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/vasco/vitoria/2419277/1/live
319,05/11/2017 19:00h,Chapecoense,Sport,1-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/chapecoense/sport/2419285/1/live
320,08/11/2017 19:30h,Ponte Preta,Grêmio,0-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/ponte-preta/gremio/2419294/1/live
321,08/11/2017 19:30h,Avaí,Bahia,1-2,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/avai/bahia/2419295/1/live
322,08/11/2017 21:00h,Atlético PR,Corinthians,0-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/atletico-pr/corinthians/2419291/1/live
323,08/11/2017 21:00h,Sport,Botafogo,1-2,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/sport/botafogo/2419292/1/live
324,08/11/2017 21:45h,Flamengo,Cruzeiro,2-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/flamengo/cruzeiro/2419287/1/live
325,08/11/2017 21:45h,Santos,Vasco,1-2,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/santos/vasco/2419288/1/live
326,08/11/2017 21:45h,Vitória,Palmeiras,3-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/vitoria/palmeiras/2419293/1/live
327,09/11/2017 20:00h,São Paulo,Chapecoense,2-2,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/sao-paulo/chapecoense/2419289/1/live
328,09/11/2017 20:00h,Atlético MG,Atlético GO,3-2,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/atletico-mg/atletico-go/2419290/1/live
329,09/11/2017 21:00h,Fluminense,Coritiba,2-2,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/fluminense/coritiba/2419286/1/live
330,11/11/2017 17:00h,Botafogo,Atlético PR,0-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/botafogo/atletico-pr/2419296/1/live
331,11/11/2017 19:00h,Corinthians,Avaí,1-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/corinthians/avai/2419299/1/live
332,12/11/2017 17:00h,Vasco,São Paulo,1-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/vasco/sao-paulo/2419297/1/live
333,12/11/2017 17:00h,Palmeiras,Flamengo,2-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/palmeiras/flamengo/2419298/1/live
334,12/11/2017 17:00h,Grêmio,Vitória,1-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/gremio/vitoria/2419302/1/live
335,12/11/2017 17:00h,Atlético GO,Sport,2-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/atletico-go/sport/2419304/1/live
336,12/11/2017 18:00h,Bahia,Atlético MG,2-2,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/bahia/atletico-mg/2419303/1/live
337,12/11/2017 19:00h,Cruzeiro,Fluminense,3-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/cruzeiro/fluminense/2419300/1/live
338,12/11/2017 19:00h,Coritiba,Ponte Preta,1-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/coritiba/ponte-preta/2419301/1/live
339,13/11/2017 20:00h,Chapecoense,Santos,2-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/chapecoense/santos/2419305/1/live
340,15/11/2017 17:00h,Ponte Preta,Atlético PR,2-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/ponte-preta/atletico-pr/2419314/1/live
341,15/11/2017 19:30h,Cruzeiro,Avaí,2-2,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/cruzeiro/avai/2419310/1/live
342,15/11/2017 19:30h,Grêmio,São Paulo,1-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/gremio/sao-paulo/2419312/1/live
343,15/11/2017 21:45h,Vasco,Atlético MG,1-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/vasco/atletico-mg/2419307/1/live
344,15/11/2017 21:45h,Corinthians,Fluminense,3-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/corinthians/fluminense/2419309/1/live
345,16/11/2017 20:00h,Botafogo,Atlético GO,1-2,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/botafogo/atletico-go/2419306/1/live
346,16/11/2017 20:00h,Palmeiras,Sport,5-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/palmeiras/sport/2419308/1/live
347,16/11/2017 20:00h,Chapecoense,Vitória,2-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/chapecoense/vitoria/2419315/1/live
348,16/11/2017 21:00h,Coritiba,Flamengo,1-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/coritiba/flamengo/2419311/1/live
349,16/11/2017 21:00h,Bahia,Santos,3-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/bahia/santos/2419313/1/live
350,19/11/2017 17:00h,Flamengo,Corinthians,3-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/flamengo/corinthians/2419317/1/live
351,19/11/2017 17:00h,São Paulo,Botafogo,0-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/sao-paulo/botafogo/2419319/1/live
352,19/11/2017 17:00h,Sport,Bahia,1-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/sport/bahia/2419322/1/live
353,19/11/2017 17:00h,Vitória,Cruzeiro,1-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/vitoria/cruzeiro/2419323/1/live
354,19/11/2017 17:00h,Atlético GO,Chapecoense,1-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/atletico-go/chapecoense/2419324/1/live
355,19/11/2017 19:00h,Santos,Grêmio,1-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/santos/gremio/2419318/1/live
356,19/11/2017 19:00h,Atlético MG,Coritiba,3-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/atletico-mg/coritiba/2419320/1/live
357,19/11/2017 19:00h,Atlético PR,Vasco,3-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/atletico-pr/vasco/2419321/1/live
358,20/11/2017 17:00h,Fluminense,Ponte Preta,2-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/fluminense/ponte-preta/2419316/1/live
359,20/11/2017 20:00h,Avaí,Palmeiras,2-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/avai/palmeiras/2419325/1/live
360,25/11/2017 17:00h,Fluminense,Sport,1-2,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/fluminense/sport/2419326/1/live
361,26/11/2017 17:00h,Corinthians,Atlético MG,2-2,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/corinthians/atletico-mg/2419329/1/live
362,26/11/2017 17:00h,Cruzeiro,Vasco,0-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/cruzeiro/vasco/2419330/1/live
363,26/11/2017 17:00h,Coritiba,São Paulo,1-2,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/coritiba/sao-paulo/2419331/1/live
364,26/11/2017 17:00h,Grêmio,Atlético GO,1-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/gremio/atletico-go/2419332/1/live
365,26/11/2017 17:00h,Ponte Preta,Vitória,2-3,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/ponte-preta/vitoria/2419334/1/live
366,26/11/2017 17:00h,Avaí,Atlético PR,1-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/avai/atletico-pr/2419335/1/live
367,26/11/2017 19:00h,Flamengo,Santos,1-2,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/flamengo/santos/2419327/1/live
368,26/11/2017 19:00h,Bahia,Chapecoense,0-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/bahia/chapecoense/2419333/1/live
369,27/11/2017 20:00h,Palmeiras,Botafogo,2-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/palmeiras/botafogo/2419328/1/live
370,03/12/2017 17:00h,Botafogo,Cruzeiro,2-2,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/botafogo/cruzeiro/2419336/1/live
371,03/12/2017 17:00h,Vasco,Ponte Preta,2-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/vasco/ponte-preta/2419337/1/live
372,03/12/2017 17:00h,Santos,Avaí,1-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/santos/avai/2419338/1/live
373,03/12/2017 17:00h,São Paulo,Bahia,1-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/sao-paulo/bahia/2419339/1/live
374,03/12/2017 17:00h,Atlético MG,Grêmio,4-3,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/atletico-mg/gremio/2419340/1/live
375,03/12/2017 17:00h,Atlético PR,Palmeiras,3-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/atletico-pr/palmeiras/2419341/1/live
376,03/12/2017 17:00h,Sport,Corinthians,1-0,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/sport/corinthians/2419342/1/live
377,03/12/2017 17:00h,Vitória,Flamengo,1-2,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/vitoria/flamengo/2419343/1/live
378,03/12/2017 17:00h,Atlético GO,Fluminense,1-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/atletico-go/fluminense/2419344/1/live
379,03/12/2017 17:00h,Chapecoense,Coritiba,2-1,gsm_id_2419167,https://www.academiadasapostasbrasil.com/stats/match/brasil-stats/brasileirao-serie-a/chapecoense/coritiba/2419345/1/live
